id.coral	id.uniprot	id.ensembl	id.entrez	id.HGNC	id.longname	kinase.fold	kinase.group	kinase.family	kinase.subfamily	branch.coords	branch.val	branch.group	branch.col	node.x	node.y	node.group	node.val.col	node.val.radius	node.radius	node.col	node.strokewidth	node.strokecol	text.x	text.y	text.col	text.font	text.size	text.label	ode.opacity	node.selected	nodeorder	branchorder
PTPN3	.	.	.	.	.	.	.	.	.	M642.152,123.732c-0.38-0.391-0.992-0.285-1.267,0.113c-0.029,0.046-0.051,0.097-0.077,0.146c-4.552,10.403-15.428,9.798-24.769,12.866c-11.418,3.76-15.215,12.961-16.046,13.961c-1.421,0.45-5.169,1.849-9.005,3.632c-12.763,5.952-22.338,13.936-30.851,22.878c-1.02,1.071-2.028,2.152-3.021,3.249c-0.062,0.069-1.517,1.743-1.75,2.032c-8.165,9.316-19.378,22.959-26.398,30.394c-5.38,5.698-12.314,12.671-20.025,11.546c-0.89-0.071-1.238,0.184-1.816,0.953c-2.7,3.599-5.989,7.926-11.024,13.584c-2.101,2.362-7.212,7.968-9.825,10.021c-2.312,1.819-4.151,2.495-5.547,2.747c-1.46,0.263-2.435,0.063-2.946,0.208c-1.103,0.312-1.224,1.237-2.005,2.353c-0.564,0.805-1.253,1.469-2.119,1.93c-0.409,0.262-0.701,0.513-0.872,1.068c-0.165,0.579,0.047,2.379,0.083,2.98c0.23,3.846-0.072,7.874-0.229,11.719c-0.096,2.426-0.234,7.931-1.24,14.591c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c14.854-17.841,14.802-41.324,15.192-51.062c0.188-4.812,0.24-8.329-0.047-11.371c0.694-0.546,1.745-1.289,2.721-3.05c3.906-0.321,6.705-1.684,9.5-3.952c4.173-3.39,13.896-14.405,20.761-23.813c4.872,0.32,9.326-1.791,13.224-4.737c4.724-3.567,10.817-10.459,14.783-15.075c1.702-1.983,15.309-18.25,19.687-23.432c0.001,0.006,0.003,0.012,0.004,0.018c11.297-13.074,23.957-24.839,43.358-31.939c1.714-0.6,1.39-1.889,4.03-5.478c3.048-4.132,7.425-7.414,12.852-9.1c9.015-2.804,20.253-2.945,24.791-13.538c0.047-0.109,0.099-0.217,0.12-0.334C642.422,124.205,642.339,123.921,642.152,123.732z	.	.	.	643.518	115.518	.	.	.	.	.	.	.	639.3484	118.099	.	.	.	.	.	.	.	.
PTPN4	.	.	.	.	.	.	.	.	.	M647.325,140.486c-0.16-0.512-0.747-0.708-1.183-0.472c-0.096,0.054-0.352,0.278-0.456,0.361c-8.502,6.996-18.444,5.598-26.912,6.301c-4.413,0.368-9.893,1.416-15.759,3.207c-0.243,0.074-2.596,0.791-3.459,1.08c-1.649,0.557-5.061,1.856-8.566,3.486c-12.763,5.952-22.338,13.936-30.851,22.878c-1.02,1.071-2.028,2.152-3.021,3.249c-0.062,0.069-1.517,1.743-1.75,2.032c-8.165,9.316-19.378,22.959-26.398,30.394c-5.38,5.698-12.314,12.671-20.025,11.546c-0.89-0.071-1.238,0.184-1.816,0.953c-2.7,3.599-5.989,7.926-11.024,13.584c-2.101,2.362-7.212,7.968-9.825,10.021c-2.312,1.819-4.151,2.495-5.547,2.747c-1.46,0.263-2.435,0.063-2.946,0.208c-1.103,0.312-1.224,1.237-2.005,2.353c-0.564,0.805-1.253,1.469-2.119,1.93c-0.409,0.262-0.701,0.513-0.872,1.068c-0.165,0.579,0.047,2.379,0.083,2.98c0.23,3.846-0.072,7.874-0.229,11.719c-0.096,2.426-0.234,7.931-1.24,14.591c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c14.854-17.841,14.802-41.324,15.192-51.062c0.188-4.812,0.24-8.329-0.047-11.371c0.694-0.546,1.745-1.289,2.721-3.05c3.906-0.321,6.705-1.684,9.5-3.952c4.173-3.39,13.896-14.405,20.761-23.813c4.872,0.32,9.326-1.791,13.224-4.737c4.724-3.567,10.817-10.459,14.783-15.075c1.702-1.983,15.309-18.25,19.687-23.432c0.001,0.006,0.003,0.012,0.004,0.018c11.297-13.074,23.957-24.839,43.358-31.939c0.113-0.039,0.216-0.083,0.312-0.128c6.38-2.312,12.614-3.762,18.073-4.277c8.66-0.816,19.038,0.508,27.981-7.042c0.088-0.072,0.175-0.14,0.245-0.228C647.35,141.03,647.405,140.738,647.325,140.486z	.	.	.	652.496	134.141	.	.	.	.	.	.	.	648.881	136.4996	.	.	.	.	.	.	.	.
PTPRN2	.	.	.	.	.	.	.	.	.	M568.484,186.619c-0.033,0.046-0.055,0.097-0.08,0.146c-1.826,4.379-6.134,7.297-9.709,10.034c-2.917,2.237-6.374,4.356-9.078,7.103c-2.263,2.302-4.187,5.385-5.165,7.839c-2.008,5.077-0.831,1.823-8.3,8.559l-0.015,0.01c-10.726,9.749-18.298,22.464-30.62,29.609c-4.246,2.458-10.571,5.292-21.331,8.116c-2.306,0.605-5.188,0.971-7.535,2.345c-3.839,2.249-3.712,4.653-3.75,5.74c-0.065,2.013-0.176,4.027-0.256,5.993c-0.096,2.426-0.234,7.931-1.24,14.591c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c14.854-17.841,14.802-41.324,15.192-51.062c0.057-1.471,0.1-2.811,0.126-4.06c0.071-3.379,4.371-3.798,8.097-4.779c7.264-1.897,16.145-5.041,22.605-8.955c14.524-8.823,22.486-24.831,35.394-34.571c0.61-0.459,1.248-0.858,1.745-1.414c1.222-1.363,1.606-3.377,2.292-4.894c1.09-2.396,2.663-4.819,4.526-6.696c3.27-3.282,10.373-7.791,14.304-11.59c1.75-1.681,3.314-3.653,4.245-5.915C570.25,186.346,568.981,185.883,568.484,186.619z	.	.	.	570.667	178.39	.	.	.	.	.	.	.	566.6328	181.6147	.	.	.	.	.	.	.	.
PTPRN	.	.	.	.	.	.	.	.	.	M576.398,199.369c-0.281-0.15-0.653-0.115-0.902,0.086c-0.044,0.035-0.08,0.077-0.12,0.116c-5.264,6.36-13.303,8.032-20.98,10.409c-2.831,0.877-5.432,1.771-8.135,3.141c-3.911,1.982-7.017,4.392-10.107,7.178l-0.015,0.01c-10.726,9.749-18.298,22.464-30.62,29.609c-4.246,2.458-10.571,5.292-21.331,8.116c-2.306,0.605-5.188,0.971-7.535,2.345c-3.839,2.249-3.712,4.653-3.75,5.74c-0.065,2.013-0.176,4.027-0.256,5.993c-0.096,2.426-0.234,7.931-1.24,14.591c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c14.854-17.841,14.802-41.324,15.192-51.062c0.057-1.471,0.1-2.811,0.126-4.06c0.071-3.379,4.371-3.798,8.097-4.779c7.264-1.897,16.145-5.041,22.605-8.955c14.524-8.823,22.486-24.831,35.394-34.571c2.207-1.66,4.325-2.996,6.997-4.153c8.961-3.884,19.962-4.871,26.766-13.043c0.042-0.052,0.122-0.145,0.164-0.226C576.938,200.101,576.82,199.6,576.398,199.369z	.	.	.	580.089	192.246	.	.	.	.	.	.	.	572.8402	195.6923	.	.	.	.	.	.	.	.
PTPRF-D2	.	.	.	.	.	.	.	.	.	M621.706,205.682c-0.11,0.058-0.513,0.376-0.62,0.458c-12.619,9.561-21.627,5.632-34.343,13.377c-10.037,6.112-11.777,9.623-19.123,12.021c-6.419,2.091-14.377,2.179-28.472,14.586c-7.704,6.543-13.505,10.654-20.468,12.801c-14.225,4.423-39.96,2.077-45.391,12.178c-1.295,2.397-0.281,4.997-1.883,15.599c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c13.128-15.768,14.612-35.937,15.049-47.135v-0.001c0.088-0.651,0.251-1.042,0.705-1.676c1.455-2.024,4.289-3.107,6.669-3.821c10.977-3.262,23.33-2.703,34.399-5.769c16.263-4.471,24.048-17.386,37.024-24.3c4.658-2.477,10.265-3.1,15.319-5.185c3.343-1.381,5.789-3.141,12.237-8.256c17.217-13.665,24.601-6.385,39.521-17.917c0.103-0.079,0.302-0.228,0.38-0.319C623.272,206.273,622.504,205.285,621.706,205.682z	.	.	.	627.61	199.74	.	.	.	.	.	.	.	613.0775	202.2319	.	.	.	.	.	.	.	.
PTPRD-D2	.	.	.	.	.	.	.	.	.	M620.183,175.366c-0.869,4.509-2.49,8.373-4.727,11.671c-6.208,9.153-13.689,9.873-19.951,13.432c-5.018,2.85-8.511,7.58-9.899,13.389c-0.533,2.189-0.96,5.053-2.192,7.039c-0.672,1.089-1.715,1.876-2.756,2.65c-5.52,4.114-7.857,6.299-13.04,7.991c-6.419,2.091-14.377,2.179-28.472,14.586c-7.703,6.543-13.505,10.654-20.468,12.801c-14.225,4.423-39.96,2.077-45.391,12.178c-1.295,2.397-0.281,4.997-1.883,15.599c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c13.128-15.768,14.612-35.937,15.049-47.135v-0.001c0.088-0.651,0.251-1.042,0.705-1.676c1.455-2.024,4.289-3.107,6.669-3.821c10.977-3.262,23.33-2.703,34.399-5.769c16.263-4.471,24.048-17.386,37.024-24.3c4.658-2.477,10.265-3.1,15.319-5.185c2.84-1.174,5.045-2.631,9.595-6.177c0,0.003,1.271-0.995,1.273-0.997c1.532-1.207,2.693-2.062,3.615-3.264c2.081-2.698,2.322-6.716,3.157-9.788c1.014-3.754,3.599-7.822,7.114-10.208c0.001,0.002,0.61-0.391,0.612-0.393c4.52-2.847,9.693-3.937,14.67-7.831c5.21-4.087,9.241-10.244,10.943-17.844c0.036-0.164,0.278-1.268,0.27-1.437C621.799,174.615,620.486,174.309,620.183,175.366z	.	.	.	621.8	166.74	.	.	.	.	.	.	.	619.7283	170.0865	.	.	.	.	.	.	.	.
PTPRS-D2	.	.	.	.	.	.	.	.	.	M612.055,169.846c-0.359,4.653-2.133,8.669-4.898,11.823c-1.712,1.955-3.803,3.594-5.238,5.732c-2.469,3.686-2.522,9.533-4.521,11.781c-0.51,0.574-1.222,0.906-1.893,1.287c-0.665,0.377-1.295,0.79-1.9,1.227c-0.009,0.007-0.02,0.012-0.029,0.019c0.001,0.001,0.001,0.002,0.002,0.003c-3.984,2.892-6.77,7.109-7.972,12.14c-0.533,2.189-0.96,5.053-2.192,7.039c-0.672,1.089-1.715,1.876-2.756,2.65c-5.52,4.114-7.857,6.299-13.04,7.991c-6.419,2.091-14.377,2.179-28.472,14.586c-7.703,6.543-13.505,10.654-20.468,12.801c-14.225,4.423-39.96,2.077-45.391,12.178c-1.295,2.397-0.281,4.997-1.883,15.599c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c13.128-15.768,14.612-35.937,15.049-47.135v-0.001c0.088-0.651,0.251-1.042,0.705-1.676c1.455-2.024,4.289-3.107,6.669-3.821c10.977-3.262,23.33-2.703,34.399-5.769c16.263-4.471,24.048-17.386,37.024-24.3c4.658-2.477,10.265-3.1,15.319-5.185c2.84-1.174,5.045-2.631,9.595-6.177c0,0.003,1.271-0.995,1.273-0.997c1.532-1.207,2.693-2.062,3.615-3.264c2.081-2.698,2.322-6.716,3.157-9.788c1.009-3.734,3.574-7.776,7.061-10.168c0.054-0.037,0.107-0.072,0.16-0.108c1.311-0.878,2.438-1.405,3.2-2.158c0.663-0.658,1.151-1.534,1.545-2.53c1.146-2.895,1.492-6.813,2.97-9.414c1.225-2.152,3.336-3.813,5.132-5.853c3.095-3.504,5.12-8.073,5.424-13.035C613.666,168.832,612.199,168.775,612.055,169.846z	.	.	.	612.813	161.076	.	.	.	.	.	.	.	599.8865	162.9921	.	.	.	.	.	.	.	.
PTPRC-D2	.	.	.	.	.	.	.	.	.	M685.373,262.382c-0.058-0.166-0.244-0.432-0.35-0.572c-2.702-3.591-14.839-9.082-18.936-10.829c-11.777-5.021-24.474-6.451-37.214-5.146c-14.479,1.488-21.992,5.197-32.213,6.798c-9.109,1.425-16.51,0.088-23.983-3.566c0.041,0.02,0.084,0.038,0.125,0.058c-0.002-0.012-0.006-0.023-0.009-0.035c-4.764-2.264-9.813-6.077-15.205-7.985c-1.729-0.613-3.275-0.97-4.701-1.127c-3.981-0.437-6.978,0.784-10.028,3.046c-0.813,0.603-1.63,1.271-2.472,2.009c0.001,0.006,0.001,0.012,0.002,0.018c-0.408,0.347-0.821,0.704-1.24,1.072c-7.703,6.543-13.505,10.654-20.468,12.801c-14.225,4.423-39.96,2.077-45.391,12.178c-1.295,2.397-0.281,4.997-1.883,15.599c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c13.128-15.768,14.612-35.937,15.049-47.135v-0.001c0.088-0.651,0.251-1.042,0.705-1.676c1.455-2.024,4.289-3.107,6.669-3.821c10.977-3.262,23.33-2.703,34.399-5.769c9.654-2.654,16.32-8.284,22.858-13.867c0.001,0.004,0.002,0.007,0.003,0.01c0.276-0.239,2.786-2.379,3.786-3.206c2.913-2.253,5.428-3.228,10.07-2.03c5.917,1.532,11.364,5.937,16.928,8.416c19.931,8.94,33.078,0.134,52.036-3.271c12.139-2.178,23.949-2.027,35.584,1.501c7.807,2.365,22.482,9.436,24.343,12.485c0.469,0.62,0.927,0.566,1.313,0.29C685.401,263.071,685.475,262.685,685.373,262.382z	.	.	.	687.343	270.585	.	.	.	.	.	.	.	683.5767	273.6177	.	.	.	.	.	.	.	.
PTPRE-D2	.	.	.	.	.	.	.	.	.	M691.855,248.352c-0.12-0.237-0.361-0.411-0.624-0.446c-0.105-0.015-0.331,0.004-0.438,0.009c-10.026,0.489-17.408-7.836-28.645-11.023c-13.278-3.7-26.13-0.41-35.033,7.208c-0.504,0.431-0.956,0.925-1.438,1.387c-0.767,0.743-1.08,0.802-1.08,0.802s-2.235,0.346-4.662,0.835c-0.001,0.011-0.001,0.021-0.002,0.032c-9.103,1.757-15.388,4.243-23.274,5.478c-9.109,1.425-16.51,0.088-23.983-3.566c0.041,0.02,0.084,0.038,0.125,0.058c-0.002-0.012-0.006-0.023-0.009-0.035c-4.764-2.264-9.813-6.077-15.205-7.985c-1.729-0.613-3.275-0.97-4.701-1.127c-3.981-0.437-6.978,0.784-10.028,3.046c-0.813,0.603-1.63,1.271-2.472,2.009c0.001,0.006,0.001,0.012,0.002,0.018c-0.408,0.347-0.821,0.704-1.24,1.072c-7.703,6.543-13.505,10.654-20.468,12.801c-14.225,4.423-39.96,2.077-45.391,12.178c-1.295,2.397-0.281,4.997-1.883,15.599c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c13.128-15.768,14.612-35.937,15.049-47.135v-0.001c0.088-0.651,0.251-1.042,0.705-1.676c1.455-2.024,4.289-3.107,6.669-3.821c10.977-3.262,23.33-2.703,34.399-5.769c9.654-2.654,16.32-8.284,22.858-13.867c0.001,0.004,0.002,0.007,0.003,0.01c0.276-0.239,2.786-2.379,3.786-3.206c2.913-2.253,5.428-3.228,10.07-2.03c5.917,1.532,11.364,5.937,16.928,8.416c18.576,8.332,31.261,1.251,48.248-2.507c2.383-0.527,3.613-0.731,4.613-0.902c0.209-0.037,0.418-0.077,0.62-0.141c1.342-0.429,2.197-1.631,3.194-2.568c0.103-0.098,0.224-0.199,0.334-0.298c2.218-2.011,5.669-4.274,9.466-5.83c7.016-2.885,15.13-3.538,23.473-1.269c11.06,3.029,18.579,11.437,29.201,10.815c0.109-0.007,0.219-0.009,0.325-0.038C691.825,249.378,692.09,248.821,691.855,248.352z	.	.	.	699.715	247.318	.	.	.	.	.	.	.	695.4371	250.5614	.	.	.	.	.	.	.	.
PTPRA-D2	.	.	.	.	.	.	.	.	.	M693.881,236.042c-0.084-0.251-0.296-0.458-0.551-0.533c-0.055-0.016-0.109-0.02-0.164-0.03c-11.389-0.942-17.321,5.342-28.7,2.08c-0.657-0.188-1.417-0.418-2.27-0.656c0,0,0,0,0-0.001c-0.007-0.002-0.013-0.003-0.02-0.005c-0.531-0.148-1.09-0.299-1.707-0.447c0.002,0.009,0.003,0.018,0.005,0.027c-12.678-2.984-24.83,0.324-33.359,7.621c-0.504,0.431-0.956,0.925-1.438,1.387c-0.767,0.743-1.08,0.802-1.08,0.802s-2.235,0.346-4.662,0.835c-0.001,0.011-0.001,0.021-0.002,0.032c-9.103,1.757-15.388,4.243-23.274,5.478c-9.109,1.425-16.51,0.088-23.983-3.566c0.041,0.02,0.084,0.038,0.125,0.058c-0.002-0.012-0.006-0.023-0.009-0.035c-4.764-2.264-9.813-6.077-15.205-7.985c-1.729-0.613-3.275-0.97-4.701-1.127c-3.981-0.437-6.978,0.784-10.028,3.046c-0.813,0.603-1.63,1.271-2.472,2.009c0.001,0.006,0.001,0.012,0.002,0.018c-0.408,0.347-0.821,0.704-1.24,1.072c-7.703,6.543-13.505,10.654-20.468,12.801c-14.225,4.423-39.96,2.077-45.391,12.178c-1.295,2.397-0.281,4.997-1.883,15.599c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c13.128-15.768,14.612-35.937,15.049-47.135v-0.001c0.088-0.651,0.251-1.042,0.705-1.676c1.455-2.024,4.289-3.107,6.669-3.821c10.977-3.262,23.33-2.703,34.399-5.769c9.654-2.654,16.32-8.284,22.858-13.867c0.001,0.004,0.002,0.007,0.003,0.01c0.276-0.239,2.786-2.379,3.786-3.206c2.913-2.253,5.428-3.228,10.07-2.03c5.917,1.532,11.364,5.937,16.928,8.416c18.576,8.332,31.261,1.251,48.248-2.507c2.383-0.527,3.613-0.731,4.613-0.902c0.209-0.037,0.418-0.077,0.62-0.141c1.342-0.429,2.197-1.631,3.194-2.568c0.103-0.098,0.224-0.199,0.334-0.298c2.218-2.011,5.669-4.274,9.466-5.83c6.953-2.86,14.985-3.522,23.25-1.325c0.109,0.029,0.219,0.059,0.327,0.088c2.77,0.757,5.034,1.53,8.536,1.517c1.306-0.005,2.78-0.117,4.522-0.383c5.981-0.913,11.113-3.399,18.057-2.783c0.055-0.001,0.113,0.003,0.168-0.004C693.692,237.055,694.041,236.554,693.881,236.042z	.	.	.	701.821	236.487	.	.	.	.	.	.	.	696.8776	238.9224	.	.	.	.	.	.	.	.
PTPRG-D2	.	.	.	.	.	.	.	.	.	M692.345,169.782c-0.033,0.045-0.055,0.096-0.084,0.144c-0.862,1.818-1.768,3.316-3.38,5.172c-3.64,4.204-7.543,6.245-10.034,7.58c-6.411,3.43-7.17,4.307-11.688,9.503c-1.196,1.207-2.316,2.619-4.165,3.971c-6.084,4.474-14.384,6.412-21.221,10.845c-4.84,3.149-9.888,8.067-13.804,12.375c-3.207,3.513-5.595,7.775-8.548,11.509c-2.235,2.825-3.932,4.287-6.494,5.925c-13.85,8.855-20.09,4.747-27.918,7.842c-4.278,1.69-7.95,6.371-11.726,4.683c-0.162-0.073-0.33-0.162-0.494-0.242c-4.763-2.264-9.811-6.076-15.202-7.984c-1.729-0.613-3.275-0.97-4.701-1.127c-3.981-0.437-6.978,0.784-10.028,3.046c-0.813,0.603-1.63,1.271-2.472,2.009c0.001,0.006,0.001,0.012,0.002,0.018c-0.408,0.347-0.821,0.704-1.24,1.072c-7.703,6.543-13.505,10.654-20.468,12.801c-14.225,4.423-39.96,2.077-45.391,12.178c-1.295,2.397-0.281,4.997-1.883,15.599c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c13.128-15.768,14.612-35.937,15.049-47.135v-0.001c0.088-0.651,0.251-1.042,0.705-1.676c1.455-2.024,4.289-3.107,6.669-3.821c10.977-3.262,23.33-2.703,34.399-5.769c9.654-2.654,16.32-8.284,22.858-13.867c0.001,0.004,0.002,0.007,0.003,0.01c0.276-0.239,2.786-2.379,3.786-3.206c2.913-2.253,5.428-3.228,10.07-2.03c5.429,1.405,10.462,5.226,15.553,7.762c-0.004,0.007-0.007,0.012-0.01,0.02c0.401,0.198,0.807,0.382,1.217,0.556c0.779,0.33,1.573,0.599,2.388,0.703c1.865,0.235,3.622-0.333,5.267-1.186c2.013-1.044,3.857-2.515,5.519-3.475c6.98-3.983,14.9,1.022,30.2-9.349c7.481-5.062,9.716-12.008,15.111-17.93c10.458-11.432,14.345-13.207,23.039-17.119c5.183-2.389,9.991-4.484,13.865-8.639c0.151-0.252,3.905-4.678,5.268-6.024c3.192-3.154,6.65-4.424,10.353-6.691c4.494-2.752,8.837-6.964,11.012-11.767C694.22,169.664,692.906,168.999,692.345,169.782z	.	.	.	694.794	161.72	.	.	.	.	.	.	.	689.7834	164.4331	.	.	.	.	.	.	.	.
RPTPZ1-D2	.	.	.	.	.	.	.	.	.	M706.01,177.37c-0.109-0.099-0.15-0.105-0.281-0.166c-0.195-0.046-0.121-0.037-0.325-0.044c-0.051,0.009-0.106,0.012-0.153,0.026c-0.208,0.054-0.391,0.191-0.5,0.373c-0.029,0.048-0.048,0.1-0.069,0.15c-0.693,1.803-1.414,3.319-2.869,5.145c-3.36,4.213-8.631,7.113-13.877,6.98c-4.032-0.103-10.282-2.079-15.583-0.679c-1.38,0.364-2.699,0.945-3.893,1.861c-0.63,0.484-1.184,1.037-1.743,1.624c-0.61,0.641-1.226,1.325-1.954,2.021c0,0,0.001,0.001,0.002,0.001c-0.519,0.496-1.095,0.997-1.769,1.491c-6.084,4.474-14.384,6.412-21.221,10.845c-4.84,3.149-9.888,8.067-13.804,12.375c-3.207,3.513-5.595,7.775-8.548,11.509c-2.235,2.825-3.932,4.287-6.494,5.925c-13.85,8.855-20.09,4.747-27.918,7.842c-4.278,1.69-7.95,6.371-11.726,4.683c-0.162-0.073-0.33-0.162-0.494-0.242c-4.763-2.264-9.811-6.076-15.202-7.984c-1.729-0.613-3.275-0.97-4.701-1.127c-3.981-0.437-6.978,0.784-10.028,3.046c-0.813,0.603-1.63,1.271-2.472,2.009c0.001,0.006,0.001,0.012,0.002,0.018c-0.408,0.347-0.821,0.704-1.24,1.072c-7.703,6.543-13.505,10.654-20.468,12.801c-14.225,4.423-39.96,2.077-45.391,12.178c-1.295,2.397-0.281,4.997-1.883,15.599c-2.317,15.183-7.929,28.434-19.925,38.309c-4.154,3.405-12.356,9.342-17.055,11.134c-0.145,0.055-0.292,0.103-0.431,0.171c-1.136,0.547-1.625,1.943-1.062,3.092c0.495,1.019,1.648,1.486,2.648,1.225c0.667-0.173,2.318-0.977,2.932-1.295c3.962-2.049,8.718-5.405,12.281-8.133c4.052-3.113,7.252-5.85,10.603-9.877c13.128-15.768,14.612-35.937,15.049-47.135v-0.001c0.088-0.651,0.251-1.042,0.705-1.676c1.455-2.024,4.289-3.107,6.669-3.821c10.977-3.262,23.33-2.703,34.399-5.769c9.654-2.654,16.32-8.284,22.858-13.867c0.001,0.004,0.002,0.007,0.003,0.01c0.276-0.239,2.786-2.379,3.786-3.206c2.913-2.253,5.428-3.228,10.07-2.03c5.429,1.405,10.462,5.226,15.553,7.762c-0.004,0.007-0.007,0.012-0.01,0.02c0.401,0.198,0.807,0.382,1.217,0.556c0.779,0.33,1.573,0.599,2.388,0.703c1.865,0.235,3.622-0.333,5.267-1.186c2.013-1.044,3.857-2.515,5.519-3.475c6.98-3.983,14.9,1.022,30.2-9.349c7.481-5.062,9.716-12.008,15.111-17.93c10.458-11.432,14.345-13.207,23.039-17.119c4.732-2.181,9.142-4.136,12.823-7.618l0.001,0.001c0.358-0.338,0.717-0.673,1.061-1.042c1.938-2.085,3.858-5.094,11.311-4.613c3.068,0.198,5.993,0.838,8.84,1.006c7.897,0.468,16.089-5.292,18.903-13.091c0.044-0.122,0.095-0.241,0.113-0.371C706.306,177.826,706.204,177.548,706.01,177.37z	.	.	.	706.887	169.368	.	.	.	.	.	.	.	703.751	172.4144	.	.	.	.	.	.	.	.
