id.coral	id.uniprot	id.ensembl	id.entrez	id.HGNC	id.longname	kinase.fold	kinase.group	kinase.family	kinase.subfamily	branch.coords	branch.val	branch.group	branch.col	node.x	node.y	node.group	node.val.col	node.val.radius	node.radius	node.col	node.strokewidth	node.strokecol	text.x	text.y	text.col	text.font	text.size	text.label	ode.opacity	node.selected	nodeorder	branchorder
PPP1CB	.	.	.	.	.	.	.	.	.	M942.865,116.737c-0.167-0.206-0.439-0.326-0.702-0.305c-0.147,0.011-0.594,0.157-0.734,0.202c-3.315,1.079-6.45,3.302-8.681,6.227c-2.324,3.059-4.806,6.058-7.984,8.256c-1.011,0.696-2.241,1.126-3.479,1.52c-0.667,0.211-1.337,0.413-1.977,0.64c-0.231,0.076-0.424,0.245-0.521,0.433c-0.087,0.207-0.175,0.411-0.262,0.616c-0.512,1.209-1.028,2.391-1.684,3.478c-1.754,2.904-4.44,5.396-7.732,6.684c-4.16,1.627-14.326,2.771-21.034,8.038c-1.668,1.31-3.056,2.78-4.244,4.492c-3.108,4.482-2.463,4.239-1.532,7.564c2.97,10.598,8.657,18.161,9.384,18.704c0.211,0.157,0.459,0.264,0.719,0.314c0.204,0.039,0.332,0.028,0.524,0.021c17.751-1.898,31.777,6.059,33.986,6.806c0.914,0.321,1.937-0.173,2.26-1.091c0.281-0.868-0.107-1.713-0.764-2.107c-0.189-0.11-1.859-0.865-2.059-0.954c-10.577-4.715-21.204-7.346-32.784-6.25c-3.205-4.717-5.811-9.662-7.909-16.033c-0.287-0.873-0.539-1.708-0.769-2.52c0.167-0.531,0.656-1.35,0.893-1.787c5.001-9.418,18.436-10.704,24.208-13.145c3.998-1.691,7.161-4.933,9.013-8.56c0.373-0.732,0.66-1.388,0.92-2.018c0.143-0.348,0.272-0.68,0.404-1.015c1.739-0.614,3.821-1.174,5.447-2.323c2.478-1.744,4.621-4.051,6.518-6.411c1.796-2.233,2.469-3.488,4.583-5.211c1.583-1.285,3.393-2.292,5.331-2.886c0.136-0.041,0.273-0.068,0.402-0.134C943.051,117.747,943.191,117.141,942.865,116.737z	.	.	.	950.561	116.21	.	.	.	.	.	.	.	949.2368	117.0182	.	.	.	.	.	.	.	.
PPP1CC	.	.	.	.	.	.	.	.	.	M946.566,129.133c-0.054-0.013-0.112-0.016-0.166-0.023c-3.761-0.137-7.45,0.711-10.661,2.285c-2.518,1.236-4.633,2.896-7.118,3.855c-3.125,1.203-5.624,1.015-8.892,1.161c-0.269,0.012-0.533,0.022-0.814,0.039c-0.695,0.045-1.263,0.01-1.611,0.609c-0.008,0.021-0.089,0.162-0.099,0.183c-0.486,0.857-1.059,1.685-1.704,2.463c-1.04,1.288-2.28,2.433-3.682,3.359c-0.849,0.56-1.75,1.048-2.711,1.424c-4.16,1.627-14.326,2.771-21.034,8.038c-1.668,1.31-3.056,2.78-4.244,4.492c-3.108,4.482-2.463,4.239-1.532,7.564c2.97,10.598,8.657,18.161,9.384,18.704c0.211,0.157,0.459,0.264,0.719,0.314c0.204,0.039,0.332,0.028,0.524,0.021c17.751-1.898,31.777,6.059,33.986,6.806c0.914,0.321,1.937-0.173,2.26-1.091c0.281-0.868-0.107-1.713-0.764-2.107c-0.189-0.11-1.859-0.865-2.059-0.954c-10.577-4.715-21.204-7.346-32.784-6.25c-3.205-4.717-5.811-9.662-7.909-16.033c-0.287-0.873-0.539-1.708-0.769-2.52c0.167-0.531,0.656-1.35,0.893-1.787c5.001-9.418,18.436-10.704,24.208-13.145c3.162-1.338,5.789-3.652,7.671-6.353c0.183-0.263,0.367-0.523,0.537-0.793c0.228-0.358,0.382-0.607,0.596-0.998c1.26-0.115,2.54-0.17,3.821-0.214c5.201-0.18,7.844-1.695,10.729-3.46c2.149-1.317,6.388-4.151,12.879-3.971c0.092,0.002,0.191,0.009,0.286-0.007c0.262-0.044,0.497-0.225,0.609-0.464C947.34,129.797,947.052,129.251,946.566,129.133z	.	.	.	954.94	130.371	.	.	.	.	.	.	.	950.5611	132.915	.	.	.	.	.	.	.	.
PPP3CA	.	.	.	.	.	.	.	.	.	M837.273,143.656c2.703,1.152,5.263,2.748,7.23,4.915c4.282,4.717,6.358,11.042,11.31,15.086c5.942,4.855,13.925,7.573,21.436,8.905c5.037,0.89,6.66,0.509,12.582,2.556c1.19,0.407,0.715,0.759,3.699,4.965c11.9-1.151,22.601,1.547,33.485,6.491c0.163,0.074,1.232,0.561,1.393,0.655c0.655,0.393,1.045,1.237,0.764,2.107c-0.328,0.928-1.351,1.408-2.26,1.091c-0.961-0.325-9.465-4.797-19.854-6.451c-7.965-1.268-13.242-0.443-14.393-0.405c-0.083-0.01-0.169-0.014-0.252-0.03c-0.25-0.049-0.489-0.156-0.691-0.308c-0.182-0.135-0.212-0.187-0.358-0.358c-1.113-1.551-2.14-3.18-3.092-4.846c-5.625-2.084-7.787-1.608-14.178-3.287c-12.522-3.291-19.429-8.513-22.888-13.1c-2.758-3.655-4.593-7.911-7.487-11.399c-1.905-2.297-4.283-3.865-7.091-5.074c-0.048-0.027-0.1-0.049-0.145-0.081C835.754,144.582,836.217,143.325,837.273,143.656z	.	.	.	829.194	141.039	.	.	.	.	.	.	.	799.6603	142.5736	.	.	.	.	.	.	.	.
PPP3CC	.	.	.	.	.	.	.	.	.	M928.408,187.228c-0.16-0.093-1.229-0.58-1.393-0.655c-10.884-4.944-21.584-7.642-33.485-6.491c-2.985-4.206-2.509-4.557-3.699-4.965c-5.921-2.047-7.545-1.667-12.582-2.556c-3.74-0.663-7.598-1.671-11.262-3.115c-0.006-0.001-0.012-0.001-0.018-0.002c-0.461-0.18-0.913-0.362-1.337-0.548c-0.654-0.229-0.889-0.017-1.542,0.259c-0.623,0.265-1.24,0.474-1.856,0.655c-11.8,3.479-22.166-7.599-34.05-4.371c-0.603,0.163-0.792,0.737-0.569,1.178c0.144,0.285,0.467,0.47,0.787,0.449c0.055-0.003,0.109-0.018,0.164-0.027c12.022-3.263,22.859,9.736,36.564,4.216c2.604,1.191,6.11,2.47,9.964,3.483c6.391,1.679,8.553,1.202,14.178,3.287c0.952,1.667,1.978,3.295,3.092,4.846c0.146,0.171,0.176,0.223,0.358,0.358c0.203,0.152,0.441,0.26,0.691,0.308c0.083,0.016,0.169,0.02,0.252,0.03c1.15-0.039,6.427-0.863,14.393,0.405c10.39,1.653,18.893,6.126,19.854,6.451c0.91,0.317,1.932-0.163,2.26-1.091C929.453,188.465,929.063,187.622,928.408,187.228z	.	.	.	819.405	169.264	.	.	.	.	.	.	.	793.7756	172.8821	.	.	.	.	.	.	.	.
PPP3CB	.	.	.	.	.	.	.	.	.	M928.408,187.228c-0.16-0.093-1.229-0.58-1.393-0.655c-10.884-4.944-21.584-7.642-33.485-6.491c-2.985-4.206-2.509-4.557-3.699-4.965c-5.921-2.047-7.545-1.667-12.582-2.556c-3.73-0.662-7.578-1.667-11.234-3.104c-0.53-0.208-1.055-0.426-1.575-0.653c-0.635-0.223-1.229-0.258-6.517-1.343c-0.221-0.045-0.467-0.096-0.723-0.151c-1.574-0.331-3.698-0.815-4.98-1.337c-8.127-3.302-13.11-12.556-23.566-12.723c-0.141-0.002-0.282-0.013-0.42,0.014c-0.493,0.099-0.8,0.634-0.597,1.121c0.103,0.245,0.33,0.434,0.59,0.489c0.054,0.012,0.11,0.012,0.165,0.018c9.141,0.055,13.741,7.74,20.97,11.887c3.501,2.008,6.155,2.293,13.132,3.969c1.61,0.387,1.526,0.46,2.473,0.872c2.649,1.15,5.666,2.21,9.125,3.12c6.391,1.679,8.553,1.202,14.178,3.287c0.952,1.667,1.978,3.295,3.092,4.846c0.146,0.171,0.176,0.223,0.358,0.358c0.203,0.152,0.441,0.26,0.691,0.308c0.083,0.016,0.169,0.02,0.252,0.03c1.15-0.039,6.427-0.863,14.393,0.405c10.39,1.653,18.893,6.126,19.854,6.451c0.91,0.317,1.932-0.163,2.26-1.091C929.453,188.465,929.063,187.622,928.408,187.228z	.	.	.	820.117	154.416	.	.	.	.	.	.	.	792.9756	155.9919	.	.	.	.	.	.	.	.
PPEF1	.	.	.	.	.	.	.	.	.	M915.858,182.352c4.292,1.264,8.318,2.888,12.39,4.791c0.051,0.028,0.106,0.053,0.161,0.085c0.591,0.355,0.939,1.074,0.845,1.764c-0.128,1.01-1.219,1.897-2.511,1.365c-2.935-1.411-7.187-3.148-11.117-4.357c-8.1-2.494-15.016-3.082-22.244-2.451c-14.801,12.989-15.408,20.721-20.743,37.056c-5.501,16.834-9.364,16.866-14.061,24.877c-2.019,3.439-2.376,5.703-2.906,9.647c-0.436,3.243-0.951,6.515-3.303,9.905c-1.107,1.597-2.152,2.594-3.072,3.479c-0.045,0.033-0.085,0.072-0.133,0.1c-0.415,0.248-1.009,0.09-1.197-0.426c-0.089-0.251-0.05-0.543,0.105-0.759c0.032-0.043,0.073-0.081,0.11-0.123c1.271-1.233,2.378-2.37,3.425-4.158c2.034-3.467,2.131-6.817,2.641-10.369c0.529-3.694,1.406-6.533,4.432-10.931c2.513-3.653,5.395-6.778,7.363-10.782c6.021-12.245,6.415-26.293,13.993-37.826c2.293-3.5,4.778-6.338,7.657-9.135c0.442-0.429,3.792-3.636,4.362-3.87c0.179-0.073,0.365-0.114,0.559-0.126C895.433,179.948,903.618,178.748,915.858,182.352z	.	.	.	841.829	273.174	.	.	.	.	.	.	.	820.1169	277.0416	.	.	.	.	.	.	.	.
PPEF2	.	.	.	.	.	.	.	.	.	M928.408,187.228c-0.054-0.032-0.109-0.057-0.161-0.085c-4.073-1.902-8.098-3.528-12.39-4.791c-12.24-3.604-20.424-2.404-23.248-2.244c-0.193,0.011-0.38,0.053-0.559,0.126c-0.57,0.234-3.92,3.441-4.362,3.87c-2.879,2.797-5.365,5.636-7.657,9.135c-7.578,11.533-7.971,25.581-13.993,37.826c-0.669,1.362-1.444,2.615-2.274,3.83c-0.088,0.132-0.199,0.293-0.272,0.397c-2.272,1.361-5.152,0.739-8.972,3.369c-3.164,2.178-5.276,5.481-7.727,8.222c-3.865,4.338-5.589,3.984-9.15,4.919c-0.092,0.022-0.182,0.045-0.266,0.087c-0.385,0.191-0.581,0.692-0.37,1.102c0.141,0.285,0.463,0.472,0.782,0.456c0.068-0.007,3.028-0.677,3.737-0.879c6.226-1.797,8.772-8.769,13.835-12.281c2.299-1.594,4.257-1.84,6.09-2.22c1.144-0.237,2.239-0.525,3.337-1.226c0.25-0.159,1.028-1.168,1.833-2.467c1.844-2.948,3.797-6.997,6.011-13.77c5.335-16.335,5.943-24.068,20.743-37.056c7.229-0.631,14.145-0.043,22.244,2.451c3.93,1.21,8.182,2.946,11.117,4.357c1.293,0.532,2.383-0.355,2.511-1.365C929.347,188.302,928.999,187.582,928.408,187.228z	.	.	.	829.807	254.401	.	.	.	.	.	.	.	809.7922	256.4833	.	.	.	.	.	.	.	.
PPP5C	.	.	.	.	.	.	.	.	.	M928.408,187.228c-0.054-0.032-0.109-0.057-0.161-0.085c-4.073-1.902-8.098-3.528-12.39-4.791c-12.24-3.604-20.424-2.404-23.248-2.244c-0.193,0.011-0.38,0.053-0.559,0.126c-0.57,0.234-3.92,3.441-4.362,3.87c-2.879,2.797-5.365,5.636-7.657,9.135c-2.029,3.087-3.532,6.356-4.777,9.721c-4.359-0.589-8.89-1.046-13.359,0.102c-6.344,1.63-10.224,6.085-18.623,8.94c-7.213,2.452-15.626-0.676-17.134-0.704c-0.502-0.01-0.917,0.448-0.823,0.967c0.048,0.262,0.229,0.495,0.472,0.604c0.05,0.022,0.105,0.035,0.158,0.052c10.598,2.387,14.955,2.86,24.712-2.082c4.025-2.04,7.495-4.59,11.607-5.557c4.392-1.033,9.361-0.24,12.095,0.244c0.98,0.173,1.679,0.308,1.952,0.304c0.313-0.005,0.62-0.12,0.859-0.324c0.614-0.521,0.709-1.018,1.003-1.749c2.733-6.791,6.532-12.6,15.206-20.212c7.229-0.631,14.145-0.043,22.244,2.451c3.93,1.21,8.182,2.946,11.117,4.357c1.293,0.532,2.383-0.355,2.511-1.365C929.347,188.302,928.999,187.582,928.408,187.228z	.	.	.	818.294	208.753	.	.	.	.	.	.	.	796.9755	212.0776	.	.	.	.	.	.	.	.
CDC25A	.	.	.	.	.	.	.	.	.	M236.271,647.504c-0.017-0.053-0.029-0.107-0.051-0.158c-0.177-0.409-0.662-0.609-1.08-0.428c-0.293,0.126-0.496,0.438-0.495,0.758c0,0.104,0.044,0.297,0.064,0.401c3.929,19.77-16.708,13.749-15.051,37.968c0.009,0.61,0.064,0.964,0.394,1.441c0.475,0.683,1.41,1.051,2.429,0.818c0.475-0.108,1.091-0.497,1.429-1.032c0.232-0.367,0.301-0.899,0.258-1.39C220.343,664.125,240.757,668.675,236.271,647.504z	.	.	.	234.048	639.343	.	.	.	.	.	.	.	220.2193	641.6658	.	.	.	.	.	.	.	.
CDC25C	.	.	.	.	.	.	.	.	.	M238.483,723.274c-0.037-0.037-0.083-0.069-0.126-0.107c-19.842-13.747,3.987-18.405-14.718-38.471c-0.018-0.017-0.064-0.072-0.178-0.183c-0.781-0.733-1.891-0.792-2.737-0.266c-0.72,0.448-1.206,1.334-1.044,2.272c0.104,0.639,0.303,0.973,0.78,1.399c6.425,5.757,7.755,9.974,7.826,13.906c0.104,6.195-3.201,11.596,4.114,18.681c1.994,1.934,4.855,3.967,5.17,4.094c0.391,0.167,0.899,0.003,1.076-0.436C238.773,723.872,238.705,723.506,238.483,723.274z	.	.	.	244.939	728.547	.	.	.	.	.	.	.	241.0592	730.8982	.	.	.	.	.	.	.	.
CDC25B	.	.	.	.	.	.	.	.	.	M224.182,686.168c0-1.101-0.775-2.016-1.815-2.221c-0.324-0.068-0.763-0.073-1.133,0.061c-0.849,0.311-0.766,0.517-1.766,1.365c-18.315,15.53-24.489-4.45-42.18,12.55c-0.034,0.039-0.072,0.076-0.101,0.119c-0.142,0.206-0.175,0.482-0.087,0.716c0.18,0.475,0.744,0.624,1.134,0.38c0.044-0.028,0.083-0.064,0.124-0.096c16.727-15.882,21.797,4.027,42.098-9.329C223.133,687.95,224.182,687.808,224.182,686.168z	.	.	.	171.448	704.272	.	.	.	.	.	.	.	147.7254	707.6196	.	.	.	.	.	.	.	.
PPM1N	.	.	.	.	.	.	.	.	.	M870.17,529.356c0.3,0.115,0.517,0.418,0.53,0.736c0.015,0.474-0.36,0.838-0.788,0.854c-0.109,0.003-0.214-0.017-0.319-0.034c-7.63-1.183-10.838,1.579-20.233,3.262c-11.348,2.036-15.207-1.703-32.117,3.287c-18.189,5.363-24.473,12.343-32.708,14.421c-2.879,0.727-6.011,0.431-9.065,0.145c-0.15-0.014-1.31-0.115-1.437-0.139c-1.158-0.218-2.022-1.386-1.752-2.691c0.206-1,1.117-1.826,2.222-1.801c1,0.02,4.019,0.702,6.836,0.684c8.226-0.05,15.305-8.822,37.644-13.85c17.644-3.969,19.84,0.769,34.502-2.751c5.684-1.35,7.705-2.422,12.088-2.497C867.727,528.945,869.911,529.258,870.17,529.356z	.	.	.	878.302	531.122	.	.	.	.	.	.	.	873.8591	533.725	.	.	.	.	.	.	.	.
PPM1B	.	.	.	.	.	.	.	.	.	M863.526,511.123c-0.702,0.09-2.171,0.611-3.544,1.521c-2.663,1.77-4.538,4.452-6.709,6.497c-2.927,2.768-6.85,4.551-10.789,4.437c-0.407-0.033-0.684,0.153-0.899,0.468c-2.117,3.297-3.72,4.895-7.584,8.487c-0.032,0.007-0.082,0.009-0.123,0.014l0,0c-3.763-0.072-8.224,0.184-14.894,1.684c-22.339,5.027-29.418,13.8-37.644,13.85c-2.817,0.018-5.836-0.665-6.836-0.684c-1.105-0.025-2.016,0.801-2.222,1.801c-0.269,1.304,0.594,2.472,1.752,2.691c0.126,0.024,1.287,0.125,1.437,0.139c3.053,0.287,6.185,0.582,9.065-0.145c8.234-2.078,14.519-9.058,32.708-14.421c7.881-2.326,12.926-2.755,17.217-2.757c0.211-0.006,0.292,0.051,0.707-0.288c0.606-0.61,2.72-2.691,3.318-3.318c2.942-3.081,3.796-4.632,4.465-5.632c4.322-0.113,8.422-2.132,11.5-5.088c2.907-2.791,5.197-6.538,9.108-7.586c0.116-0.033,0.238-0.053,0.348-0.104C864.647,512.334,864.512,511.155,863.526,511.123z	.	.	.	871.962	510.516	.	.	.	.	.	.	.	867.8736	513.3296	.	.	.	.	.	.	.	.
PPM1A	.	.	.	.	.	.	.	.	.	M852.614,503.815c-1.72,1.533-3.366,3.205-4.759,5.07c-4.772,6.393-3.084,9.799-6.329,15.247c-2.088,3.234-3.698,4.841-7.526,8.4c-0.032,0.007-0.082,0.009-0.123,0.014l0,0c-3.763-0.072-8.224,0.184-14.894,1.684c-22.339,5.027-29.418,13.8-37.644,13.85c-2.817,0.018-5.836-0.665-6.836-0.684c-1.105-0.025-2.016,0.801-2.222,1.801c-0.269,1.304,0.594,2.472,1.752,2.691c0.126,0.024,1.287,0.125,1.437,0.139c3.053,0.287,6.185,0.582,9.065-0.145c8.234-2.078,14.519-9.058,32.708-14.421c7.881-2.326,12.926-2.755,17.217-2.757c0.211-0.006,0.292,0.051,0.707-0.288c0.606-0.61,2.72-2.691,3.318-3.318c2.911-3.048,3.776-4.596,4.442-5.597c0,0,0.718-1.311,1.018-1.967c0.583-1.275,0.933-2.43,1.219-3.556c1.044-4.122,1.246-8.412,8.545-14.936c0.037-0.041,0.079-0.078,0.112-0.123C854.348,504.211,853.517,503.16,852.614,503.815z	.	.	.	859.347	498.642	.	.	.	.	.	.	.	847.6999	501.0254	.	.	.	.	.	.	.	.
PPM1G	.	.	.	.	.	.	.	.	.	M850.596,566.287c-0.049-0.025-0.102-0.04-0.153-0.06c-7.77-2.231-12.597-5.271-16.913-9.294c-6.195-5.772-11.415-12.864-19.828-16.18c-0.983-0.386-2.009-0.776-3.06-1.101c-1.871-0.58-3.827-0.952-5.789-0.71c-1.055,0.13-3.389,0.956-3.389,0.956c-9.542,4.145-14.576,8.148-20.125,8.182c-2.817,0.018-5.836-0.665-6.836-0.684c-1.105-0.025-2.016,0.801-2.222,1.801c-0.269,1.304,0.594,2.472,1.752,2.691c0.126,0.024,1.287,0.125,1.437,0.139c3.053,0.287,6.185,0.582,9.065-0.145c5.97-1.507,10.919-5.59,20.12-9.766c0.874-0.259,1.879-0.354,3.434-0.13c2.13,0.311,5.321,1.391,7.287,2.339c4.675,2.255,8.501,5.924,12.188,9.507c5.482,5.33,10.434,10.572,22.428,13.978c0.054,0.009,0.107,0.024,0.163,0.028C851.039,567.905,851.388,566.702,850.596,566.287z	.	.	.	858.65	568.443	.	.	.	.	.	.	.	854.9048	571.1908	.	.	.	.	.	.	.	.
PPM1D	.	.	.	.	.	.	.	.	.	M775.221,547.513c0,0-3.027-0.594-5.789-1.487c-0.325-0.089-0.203-0.064-0.536-0.111c-2.97-0.172-5.391,0.237-8.429,0.711l0,0c-0.857,0.131-2.734,0.435-3.274,0.518c-5.245,0.809-9.663,2.11-13.436,3.702c-10.116,4.269-15.573,10.653-19.691,15.421c-5.7,6.602-11.064,13.274-19.456,16.049c-0.096,0.032-0.195,0.06-0.284,0.11c-0.232,0.131-0.391,0.38-0.416,0.645c-0.046,0.551,0.435,0.94,0.908,0.888c0.056-0.006,0.11-0.024,0.163-0.035c14.416-4.641,19.897-19.268,32.734-26.841c7.68-4.53,15.557-5.796,19.723-6.268c4.45-0.376,7.544-0.976,10.824-0.698c2.667,0.979,5.537,1.74,5.965,1.801c1.194,0.17,2.359-0.69,2.522-1.988C776.885,548.819,776.198,547.817,775.221,547.513z	.	.	.	696.67	584.952	.	.	.	.	.	.	.	675.7762	587.8181	.	.	.	.	.	.	.	.
PPM1F	.	.	.	.	.	.	.	.	.	M775.221,547.513c0,0-3.027-0.594-5.789-1.487c-0.325-0.089-0.203-0.064-0.536-0.111c-2.97-0.172-5.391,0.237-8.429,0.711l0,0c-0.244,0.037-0.573,0.089-0.928,0.146c-4.441,0.68-10.451,1.38-21.726,0.641c-8.911-0.583-16.019-1.669-21.207-1.874c-1.481-1.083-2.985-2.148-4.67-2.849c-4.075-1.695-8.694-1.192-12.902-1.614c-3.255-0.326-7.801-1.538-10.171-3.728c-0.301-0.303-0.761-0.311-1.065-0.096c-0.387,0.274-0.438,0.801-0.195,1.146c0.032,0.045,0.073,0.083,0.108,0.126c1.627,1.521,3.923,2.529,6.051,3.187c3.43,1.065,6.042,1.187,8.419,1.305c7.585,0.376,9.002,0.937,13.247,4.23c0.314,0.243,0.383,0.317,0.779,0.366c6.444,0.393,16.821,2.498,27.539,3.241c1.318,0.091,2.641,0.166,3.962,0.21c3.967,0.106,6.953-0.015,9.392-0.205c0.056-0.004,1.769-0.156,2.862-0.286c3.168-0.337,5.681-0.675,8.301-0.453c2.667,0.979,5.537,1.74,5.965,1.801c1.194,0.17,2.359-0.69,2.522-1.988C776.885,548.819,776.198,547.817,775.221,547.513z	.	.	.	683.59	530.859	.	.	.	.	.	.	.	671.0091	533.614	.	.	.	.	.	.	.	.
ACP7	.	.	.	.	.	.	.	.	.	M988.025,199.803c0.013-0.265-0.115-0.533-0.33-0.691c-0.068-0.051-0.205-0.116-0.283-0.151c-4.021-1.844-9.514-2.208-13.941-1.948c-2.534,0.147-3.729,0.421-4.765,0.572c-6.597,0.967-12.313-0.78-15.526-3.333c-0.147-0.116-0.288-0.234-0.424-0.354c-0.562-0.443-1.088-0.923-1.583-1.438c-0.558-0.594-0.718-0.834-1.55-0.852c-0.83-0.018-1.437,0.045-3.477-0.073c-9.52-0.524-17.181-4.195-18.147-4.488c-0.951-0.288-1.944,0.29-2.204,1.202c-0.249,0.862,0.18,1.707,0.866,2.068c0.113,0.061,0.486,0.206,0.617,0.258c7.767,3.052,14.448,4.164,20.281,4.105c0.002,0,1.575-0.012,1.576-0.012c5.43,5.184,13.382,6.291,20.613,4.768c5.067-1.075,12.217-1.113,16.941,1.003c0.107,0.048,0.212,0.104,0.326,0.132C987.514,200.69,988.007,200.316,988.025,199.803z	.	.	.	993.682	204.652	.	.	.	.	.	.	.	992.1056	208.7533	.	.	.	.	.	.	.	.
ACP5	.	.	.	.	.	.	.	.	.	M987.483,182.267c0.052,0.022,0.104,0.039,0.152,0.067c0.451,0.253,0.561,0.858,0.227,1.25c-0.176,0.202-0.448,0.313-0.714,0.285c-0.134-0.014-0.259-0.064-0.387-0.101c-12.354-3.551-25.565,20.137-59.485,6.806c-0.131-0.052-0.503-0.196-0.617-0.258c-0.686-0.361-1.115-1.206-0.866-2.068c0.26-0.912,1.254-1.49,2.204-1.202c0.966,0.293,8.627,3.964,18.147,4.488C966.939,192.726,976.926,178.899,987.483,182.267z	.	.	.	995.158	183.99	.	.	.	.	.	.	.	993.1321	188.6921	.	.	.	.	.	.	.	.
SCP3	.	.	.	.	.	.	.	.	.	M997.858,615.281c-0.394-1.423-1.613-2.607-2.337-3.715c-0.133-0.204-0.253-0.424-0.382-0.633c-2.724-4.421-4.5-9.927-6.942-15.506c-2.605-5.954-4.564-8.685-6.208-10.386c0.001-0.001,0.003-0.002,0.004-0.003c-0.022-0.023-0.048-0.043-0.07-0.065c-0.33-0.337-0.784-0.773-1.407-1.311c0.29-1.56,0.479-3.371,0.508-5.336c0.147-9.969-3.342-12.617-0.601-21.373c0.011-0.054,0.028-0.107,0.034-0.163c0.046-0.439-0.272-0.853-0.732-0.903c-0.318-0.034-0.648,0.138-0.804,0.418c-0.027,0.048-0.044,0.102-0.066,0.152c-1.449,4.561-1.306,7.665-0.779,10.961c0.452,2.831,1.789,8.42,0.724,14.808c-0.08,0.482-0.171,0.967-0.28,1.457c-0.059,0.263-0.098,0.45,0.023,0.735c0.069,0.164,0.146,0.243,0.257,0.354c0.002,0.002,0.004,0.004,0.006,0.007c0.636,0.556,1.367,1.255,1.629,1.527c0.78,0.811,1.36,1.587,2.079,2.765c4.853,7.955,6.77,18.851,10.924,24.841c1.209,1.744,1.399,1.943,1.364,2.735c-0.055,0.749-0.091,1.266-0.213,2.5c0.001,0,0.001,0,0.002,0c-0.063,0.641-0.132,1.284-0.211,1.929c-1.108,9.014-3.896,17.781-6.9,25.957c-0.68,1.849,0.902,3.338,2.495,3.074c0.729-0.121,1.377-0.616,1.672-1.287c0.323-0.745,2.664-8.413,3.979-14.131c1.391-6.046,1.98-10.685,2.25-14.891c0.057-0.66,0.161-2.387,0.151-3.115C998.021,616.157,997.976,615.705,997.858,615.281z	.	.	.	981.606	548.398	.	.	.	.	.	.	.	972.2884	550.9581	.	.	.	.	.	.	.	.
HDHD2	.	.	.	.	.	.	.	.	.	M990.584,645.836c8.921,4.242,18.453,9.362,25.836,15.857c7.708,6.781,11.39,13.371,16.173,28.754c1.392,4.473,2.478,10.563,5.422,13.724c3.898,4.189,10.898,3.427,15.5,12.435c0.02,0.052,0.045,0.101,0.061,0.156c0.071,0.256,0.007,0.546-0.162,0.749c-0.349,0.405-0.96,0.374-1.271-0.015c-0.034-0.043-0.06-0.092-0.092-0.141c-3.876-7.541-9.433-7.454-13.782-10.588c-3.178-2.291-4.716-6.061-5.953-9.996c-1.714-5.45-5.168-17.4-10.861-25.152c-9.475-12.901-30.972-20.668-33.003-21.784c-1.844-1.019-1.315-3.863,0.762-4.214C989.752,645.529,990.178,645.643,990.584,645.836z	.	.	.	1055.662	724.906	.	.	.	.	.	.	.	1044.0957	728.0017	.	.	.	.	.	.	.	.
LHPP	.	.	.	.	.	.	.	.	.	M1036.561,714.017c-1.224-3.9-3.225-6.278-1.364-10.562c0.176-0.404,0.385-0.826,0.634-1.267c0.225-0.401,0.321-0.502,0.221-0.975c0,0-0.353-0.803-0.353-0.805c-1.35-3.112-2.157-6.912-3.106-9.962c-4.783-15.383-8.466-21.973-16.173-28.754c-7.384-6.494-16.916-11.615-25.836-15.857c-0.406-0.193-0.832-0.307-1.371-0.215c-2.077,0.351-2.606,3.195-0.762,4.214c2.031,1.116,23.528,8.884,33.003,21.784c5.693,7.752,9.148,19.702,10.861,25.152c0.513,1.631,1.077,3.234,1.789,4.715c-3.525,6.744,0.476,9.906,1.299,14.887c0.351,2.136,0.136,4.448-0.885,6.379c-0.05,0.096-0.106,0.186-0.138,0.287c-0.291,0.947,1.058,1.575,1.572,0.519C1037.487,720.709,1037.567,717.216,1036.561,714.017z	.	.	.	1031.652	730.803	.	.	.	.	.	.	.	1018.844	733.8767	.	.	.	.	.	.	.	.
PGP	.	.	.	.	.	.	.	.	.	M1072.464,683.692c-0.212-0.238-0.573-0.336-0.876-0.234c-0.052,0.019-0.101,0.046-0.151,0.068c-4.096,2.398-9.281-0.657-14.241-0.496c-3.298,0.114-6.528,1.185-9.601,0.761c-2.572-0.358-5.219-1.868-7.188-2.986c-6.151-3.494-7.506-3.687-12.627-3.605c-3.022-6.739-6.338-11.091-11.358-15.508c-7.384-6.494-16.916-11.615-25.836-15.857c-0.406-0.193-0.832-0.307-1.371-0.215c-2.077,0.351-2.606,3.195-0.762,4.214c2.031,1.116,23.528,8.884,33.003,21.784c1.167,1.589,2.24,3.354,3.223,5.204c0.682,1.284,0.909,1.744,1.117,2.181c0.573,1.001,1.229,0.727,3.024,0.648c2.637-0.117,3.982-0.041,6.291,0.887c3.666,1.47,6.94,3.995,11.003,4.927c2.42,0.556,4.667,0.241,7.107-0.169c4.559-0.76,5.285-0.705,8.895,0.03c3.234,0.665,6.774,1.475,9.957-0.268c0.114-0.062,0.229-0.121,0.326-0.207C1072.717,684.569,1072.779,684.05,1072.464,683.692z	.	.	.	1078.321	678.889	.	.	.	.	.	.	.	1074.8213	681.7791	.	.	.	.	.	.	.	.
