id.coral	id.uniprot	id.ensembl	id.entrez	id.HGNC	id.longname	kinase.group	kinase.family	kinase.subfamily	branch.coords	branch.val	branch.group	branch.col	node.x	node.y	node.group	node.val.col	node.val.radius	node.radius	node.col	node.strokewidth	node.strokecol	text.x	text.y	text.font	text.size	text.label	ode.opacity	node.selected	nodeorder	branchorder
PPP2CB	.	.	.	.	.	.	.	.	"M251.47,673.491c-0.204-0.079-1.972-0.564-2.183-0.62c-11.184-3.003-22.092-3.939-33.358-1.046c-3.903-4.158-7.251-8.634-10.319-14.599c-6.159-11.973-4.893-18.245-6.941-27.533c-0.196-0.891-0.457-1.924-0.751-3.047c0,0-0.782-3.417-1.692-4.369c-0.756-0.792-1.67-1.411-2.661-1.963c-2.033-1.133-4.42-1.961-6.639-3.26c-25.13-14.704-18.282-29.022-26.094-42.226c-0.907-1.534-2.085-2.75-2.402-2.943c-0.227-0.138-0.523-0.155-0.765-0.046c-0.495,0.223-0.613,0.832-0.33,1.227c0.032,0.045,0.073,0.083,0.11,0.124c1.554,1.446,2.497,3.184,3.853,6.493c4.083,9.975,1.846,20.719,15.528,32.865c2.891,2.566,6.411,5.037,9.492,6.872c2.672,1.59,6.382,2.758,8.069,4.683c0.047,0.054,0.079,0.125,0.113,0.192c0.303,1.263,0.607,2.528,0.898,3.799c2.004,8.768,1.169,14.198,3.809,22.432c4.487,14.002,14.373,24.288,15.373,24.815c0.233,0.122,0.495,0.189,0.759,0.198c0.208,0.007,0.332-0.024,0.521-0.061c17.236-4.651,32.334,1.015,34.632,1.407c0.953,0.174,1.886-0.474,2.062-1.431C252.696,674.552,252.18,673.778,251.47,673.491z"	.	.	.	151.795	567.722.	.	.	.	.	.	.	.	126.8726	570.1877	.	.	.	.	.	.	.
PPP2CA	.	.	.	.	.	.	.	.	"M251.47,673.491c-0.204-0.079-1.972-0.564-2.183-0.62c-11.184-3.003-22.092-3.939-33.358-1.046c-3.903-4.158-7.251-8.634-10.319-14.599c-6.159-11.973-4.893-18.245-6.941-27.533c-0.196-0.891-0.457-1.924-0.751-3.047c0,0-0.782-3.417-1.692-4.369c-0.756-0.792-1.67-1.411-2.661-1.963c-2.033-1.133-4.42-1.961-6.639-3.26c-4.798-2.808-8.434-5.601-11.226-8.376c-0.507-0.504-0.987-1.007-1.44-1.509c-0.241-0.221-0.477-0.334-0.807-0.299c-0.685,0.071-1.335,0.092-1.963,0.082c-10.964-0.17-13.739-12.079-23.716-17.393c-1.586-0.845-3.347-1.487-5.132-1.65c-0.103-0.009-0.204-0.02-0.305-0.008c-0.264,0.032-0.506,0.202-0.629,0.438c-0.249,0.48,0.033,1.032,0.501,1.168c0.053,0.015,0.109,0.02,0.163,0.03c3.101,0.252,6.355,2.297,8.534,4.179c6.709,5.796,10.816,15.938,22.225,15.173c1.085,1.206,2.303,2.425,3.694,3.659c2.891,2.566,6.411,5.037,9.492,6.872c2.672,1.59,6.382,2.758,8.069,4.683c0.047,0.054,0.079,0.125,0.113,0.192c0.303,1.263,0.607,2.528,0.898,3.799c2.004,8.768,1.169,14.198,3.809,22.432c4.487,14.002,14.373,24.288,15.373,24.815c0.233,0.122,0.495,0.189,0.759,0.198c0.208,0.007,0.332-0.024,0.521-0.061c17.236-4.651,32.334,1.015,34.632,1.407c0.953,0.174,1.886-0.474,2.062-1.431C252.696,674.552,252.18,673.778,251.47,673.491z"	.	.	.	133.949	587.52.	.	.	.	.	.	.	.	109.1366	589.8077	.	.	.	.	.	.	.
PPP1CA	.	.	.	.	.	.	.	.	"M251.47,673.491c-0.204-0.079-1.972-0.564-2.183-0.62c-11.184-3.003-22.092-3.939-33.358-1.046c-3.903-4.158-7.251-8.634-10.319-14.599c-0.42-0.817-0.8-1.603-1.154-2.369c0.082-0.551,0.437-1.436,0.602-1.905c3.467-10.084,16.535-13.455,21.854-16.769c3.684-2.295,6.301-5.992,7.563-9.864c1.135-3.49,0.903-5.348,2.935-9.565c1.127-2.343,1.999-3.963,2.387-6.378c0.749-4.685,0.398-9.641,3.292-13.414c0.084-0.107,0.179-0.205,0.241-0.328c0.124-0.236,0.12-0.532-0.004-0.766c-0.259-0.485-0.879-0.55-1.248-0.247c-0.044,0.035-0.077,0.079-0.117,0.118c-3.517,4.344-3.028,9.907-3.913,14.674c-0.494,2.659-2.093,4.952-3.15,7.491c-1.209,2.901-1.503,5.916-2.584,8.579c-1.278,3.143-3.541,6.024-6.592,7.811c-3.854,2.258-13.716,4.977-19.518,11.229c-1.443,1.555-2.584,3.224-3.489,5.1c-2.369,4.913-1.77,4.572-0.33,7.71c4.591,10.003,11.391,16.584,12.194,17.006c0.233,0.122,0.495,0.189,0.759,0.198c0.208,0.007,0.332-0.024,0.521-0.061c17.236-4.651,32.334,1.015,34.632,1.407c0.953,0.174,1.886-0.474,2.062-1.431C252.696,674.552,252.18,673.778,251.47,673.491z"	.	.	.	247.302	588.885.	.	.	.	.	.	.	.	243.2622	591.6924	.	.	.	.	.	.	.
PPP1CB	.	.	.	.	.	.	.	.	"M254.725,601.607c-0.197-0.177-0.485-0.253-0.741-0.191c-0.143,0.034-0.562,0.248-0.693,0.314c-3.106,1.584-5.854,4.27-7.6,7.508c-1.817,3.385-3.799,6.735-6.595,9.403c-0.89,0.846-2.037,1.463-3.199,2.045c-0.626,0.313-1.256,0.617-1.853,0.941c-0.216,0.111-0.38,0.308-0.447,0.509c-0.054,0.218-0.109,0.433-0.163,0.649c-0.317,1.274-0.641,2.522-1.119,3.699c-1.278,3.143-3.541,6.024-6.592,7.811c-3.854,2.258-13.716,4.977-19.518,11.229c-1.443,1.555-2.584,3.224-3.489,5.1c-2.369,4.913-1.77,4.572-0.33,7.71c4.591,10.003,11.391,16.584,12.194,17.006c0.233,0.122,0.495,0.189,0.759,0.198c0.208,0.007,0.332-0.024,0.521-0.061c17.236-4.651,32.334,1.015,34.632,1.407c0.953,0.174,1.886-0.474,2.062-1.431c0.142-0.901-0.374-1.675-1.084-1.962c-0.204-0.079-1.972-0.564-2.183-0.62c-11.184-3.003-22.092-3.939-33.358-1.046c-3.903-4.158-7.251-8.634-10.319-14.599c-0.42-0.817-0.8-1.603-1.154-2.369c0.082-0.551,0.437-1.436,0.602-1.905c3.467-10.084,16.535-13.455,21.854-16.769c3.684-2.295,6.301-5.992,7.563-9.864c0.254-0.781,0.435-1.474,0.593-2.137c0.087-0.366,0.162-0.714,0.24-1.066c1.622-0.878,3.59-1.757,5.017-3.146c2.175-2.11,3.931-4.724,5.435-7.351c1.425-2.486,1.893-3.831,3.712-5.864c1.362-1.517,2.993-2.794,4.814-3.684c0.128-0.062,0.259-0.11,0.376-0.195C255.067,602.575,255.11,601.955,254.725,601.607z"	.	.	.	262.244	599.883.	.	.	.	.	.	.	.	258.4475	602.6661	.	.	.	.	.	.	.
PPP1CC	.	.	.	.	.	.	.	.	"M260.319,613.272c-0.055-0.004-0.113,0.002-0.168,0.003c-3.736,0.453-7.247,1.867-10.173,3.924c-2.294,1.615-4.123,3.585-6.428,4.921c-2.898,1.677-5.396,1.882-8.601,2.537c-0.264,0.054-0.523,0.105-0.798,0.166c-0.679,0.153-1.246,0.207-1.496,0.853c-0.005,0.022-0.062,0.174-0.069,0.196c-0.346,0.923-0.782,1.83-1.298,2.699c-0.826,1.435-1.871,2.76-3.111,3.893c-0.751,0.686-1.565,1.309-2.455,1.83c-3.854,2.258-13.716,4.977-19.518,11.229c-1.443,1.555-2.584,3.224-3.489,5.1c-2.369,4.913-1.77,4.572-0.33,7.71c4.591,10.003,11.391,16.584,12.194,17.006c0.233,0.122,0.495,0.189,0.759,0.198c0.208,0.007,0.332-0.024,0.521-0.061c17.236-4.651,32.334,1.015,34.632,1.407c0.953,0.174,1.886-0.474,2.062-1.431c0.142-0.901-0.374-1.675-1.084-1.962c-0.204-0.079-1.972-0.564-2.183-0.62c-11.184-3.003-22.092-3.939-33.358-1.046c-3.903-4.158-7.251-8.634-10.319-14.599c-0.42-0.817-0.8-1.603-1.154-2.369c0.082-0.551,0.437-1.436,0.602-1.905c3.467-10.084,16.535-13.455,21.854-16.769c2.914-1.816,5.147-4.512,6.583-7.474c0.14-0.288,0.281-0.574,0.406-0.867c0.169-0.389,0.282-0.659,0.433-1.079c1.226-0.311,2.482-0.565,3.741-0.809c5.109-0.991,7.482-2.901,10.056-5.095c1.917-1.637,5.66-5.099,12.1-5.936c0.091-0.012,0.19-0.021,0.281-0.052c0.252-0.084,0.456-0.3,0.529-0.554C261.187,613.806,260.818,613.312,260.319,613.272z"	.	.	.	268.784	613.185.	.	.	.	.	.	.	.	265.099	615.857	.	.	.	.	.	.	.
PPP3CA	.	.	.	.	.	.	.	.	"M154.642,644.708c2.85,0.715,5.628,1.891,7.91,3.724c4.967,3.989,8.007,9.912,13.53,13.132c6.628,3.866,14.938,5.302,22.565,5.443c5.114,0.091,6.658-0.539,12.827,0.557c1.239,0.216,0.825,0.638,4.43,4.325c11.574-2.998,22.565-2.007,34.088,1.174c0.173,0.048,1.305,0.361,1.478,0.429c0.708,0.286,1.226,1.058,1.084,1.962c-0.179,0.968-1.114,1.602-2.062,1.431c-1-0.171-10.099-3.258-20.619-3.267c-8.065-0.007-13.148,1.633-14.279,1.851c-0.084,0.003-0.169,0.013-0.254,0.01c-0.255-0.009-0.507-0.078-0.731-0.196c-0.201-0.105-0.239-0.152-0.41-0.298c-1.342-1.358-2.611-2.806-3.812-4.303c-5.882-1.179-7.943-0.37-14.518-1.029c-12.883-1.292-20.521-5.37-24.655-9.359c-3.296-3.179-5.774-7.095-9.178-10.088c-2.241-1.971-4.835-3.148-7.797-3.903c-0.052-0.019-0.106-0.033-0.156-0.057C153.287,645.861,153.547,644.547,154.642,644.708z"	.	.	.	146.253	643.387.	.	.	.	.	.	.	.	120.5543	645.4534	.	.	.	.	.	.	.
PPP3CC	.	.	.	.	.	.	.	.	"M251.47,673.491c-0.173-0.067-1.305-0.381-1.478-0.429c-11.523-3.181-22.514-4.172-34.088-1.174c-3.606-3.687-3.191-4.109-4.43-4.325c-6.168-1.096-7.713-0.466-12.827-0.557c-3.798-0.07-7.766-0.462-11.611-1.315c-0.006,0-0.012,0.001-0.018,0.001c-0.484-0.106-0.958-0.215-1.406-0.332c-0.682-0.124-0.881,0.122-1.482,0.497c-0.574,0.359-1.151,0.662-1.731,0.937c-11.111,5.282-23.082-4.039-34.315,1.008c-0.57,0.255-0.667,0.852-0.378,1.253c0.187,0.259,0.535,0.391,0.847,0.32c0.054-0.012,0.105-0.035,0.158-0.052c11.364-5.103,24.1,6.041,36.773-1.554c2.758,0.769,6.421,1.484,10.386,1.882c6.575,0.659,8.636-0.15,14.518,1.029c1.201,1.498,2.469,2.945,3.812,4.303c0.171,0.146,0.209,0.193,0.41,0.298c0.224,0.118,0.476,0.188,0.731,0.196c0.085,0.003,0.17-0.007,0.254-0.01c1.13-0.218,6.213-1.858,14.279-1.851c10.521,0.008,19.619,3.096,20.619,3.267c0.948,0.171,1.883-0.463,2.062-1.431C252.696,674.55,252.179,673.778,251.47,673.491z"	.	.	.	140.999	672.796.	.	.	.	.	.	.	.	116.6747	675.2709	.	.	.	.	.	.	.
PPP3CB	.	.	.	.	.	.	.	.	"M251.47,673.491c-0.173-0.067-1.305-0.381-1.478-0.429c-11.523-3.181-22.514-4.172-34.088-1.174c-3.606-3.687-3.191-4.109-4.43-4.325c-6.168-1.096-7.713-0.466-12.827-0.557c-3.788-0.07-7.745-0.461-11.581-1.309c-0.556-0.123-1.109-0.256-1.658-0.399c-0.662-0.121-1.254-0.063-6.647-0.307c-0.225-0.01-0.476-0.022-0.738-0.036c-1.606-0.081-3.78-0.227-5.128-0.542c-8.543-1.99-14.912-10.351-25.266-8.881c-0.14,0.02-0.281,0.031-0.413,0.08c-0.471,0.175-0.691,0.751-0.414,1.201c0.14,0.226,0.394,0.377,0.659,0.391c0.055,0.003,0.111-0.005,0.166-0.008c9.037-1.375,14.782,5.496,22.571,8.461c3.772,1.436,6.438,1.302,13.591,1.866c1.651,0.13,1.579,0.216,2.579,0.474c2.796,0.722,5.942,1.297,9.501,1.654c6.575,0.659,8.636-0.15,14.518,1.029c1.201,1.498,2.469,2.945,3.812,4.303c0.171,0.146,0.209,0.193,0.41,0.298c0.224,0.118,0.476,0.188,0.731,0.196c0.085,0.003,0.17-0.007,0.254-0.01c1.13-0.218,6.213-1.858,14.279-1.851c10.521,0.008,19.619,3.096,20.619,3.267c0.948,0.171,1.883-0.463,2.062-1.431C252.696,674.55,252.179,673.778,251.47,673.491z"	.	.	.	139.38	658.019.	.	.	.	.	.	.	.	114.3464	660.4173	.	.	.	.	.	.	.
PPEF1	.	.	.	.	.	.	.	.	"M238.312,670.638c4.437,0.577,8.667,1.552,12.987,2.794c0.055,0.02,0.113,0.036,0.172,0.059c0.639,0.258,1.095,0.914,1.11,1.61c0.032,1.018-0.907,2.064-2.267,1.741c-3.12-0.935-7.591-1.985-11.662-2.565c-8.39-1.197-15.313-0.696-22.354,1.058c-12.588,15.144-11.978,22.876-14.693,39.844c-2.801,17.487-6.611,18.123-9.997,26.77c-1.456,3.712-1.455,6.004-1.362,9.983c0.076,3.271,0.08,6.584-1.713,10.3c-0.844,1.751-1.72,2.899-2.49,3.917c-0.039,0.04-0.073,0.084-0.116,0.12c-0.371,0.31-0.982,0.247-1.249-0.234c-0.127-0.234-0.134-0.529-0.015-0.766c0.025-0.047,0.059-0.091,0.089-0.139c1.062-1.417,1.978-2.713,2.733-4.643c1.467-3.742,1.039-7.066,0.987-10.654c-0.055-3.731,0.367-6.672,2.668-11.49c1.911-4.001,4.269-7.538,5.586-11.801c4.032-13.036,2.224-26.973,7.905-39.549c1.717-3.815,3.728-7.007,6.134-10.22c0.369-0.493,3.177-4.184,3.703-4.505c0.165-0.1,0.343-0.17,0.532-0.212C217.762,671.458,225.659,668.993,238.312,670.638z"	.	.	.	179.398	771.92.	.	.	.	.	.	.	.	162.5654	774.7012	.	.	.	.	.	.	.
PPEF2	.	.	.	.	.	.	.	.	"M251.47,673.491c-0.058-0.023-0.117-0.039-0.172-0.059c-4.32-1.242-8.55-2.218-12.987-2.794c-12.653-1.645-20.549,0.82-23.313,1.419c-0.189,0.041-0.367,0.112-0.532,0.212c-0.526,0.32-3.334,4.012-3.703,4.505c-2.406,3.213-4.417,6.406-6.134,10.22c-5.681,12.576-3.872,26.513-7.905,39.549c-0.448,1.45-1.017,2.809-1.647,4.138c-0.066,0.144-0.151,0.321-0.207,0.435c-2.031,1.7-4.973,1.536-8.335,4.731c-2.784,2.646-4.354,6.239-6.346,9.329c-3.139,4.889-4.897,4.809-8.268,6.289c-0.087,0.036-0.173,0.073-0.249,0.128c-0.35,0.249-0.466,0.774-0.193,1.146c0.184,0.259,0.531,0.394,0.844,0.328c0.066-0.018,2.885-1.142,3.553-1.453c5.868-2.749,7.293-10.033,11.744-14.294c2.021-1.934,3.917-2.483,5.668-3.145c1.093-0.413,2.129-0.869,3.104-1.733c0.222-0.196,0.833-1.314,1.425-2.723c1.36-3.2,2.656-7.505,3.783-14.541c2.715-16.968,2.106-24.701,14.693-39.844c7.041-1.754,13.964-2.255,22.354-1.058c4.071,0.58,8.542,1.63,11.662,2.565c1.36,0.323,2.298-0.723,2.267-1.741C252.565,674.405,252.109,673.749,251.47,673.491z"	.	.	.	164.588	755.258.	.	.	.	.	.	.	.	144.3914	757.2812	.	.	.	.	.	.	.
PPP5C	.	.	.	.	.	.	.	.	"M251.47,673.491c-0.058-0.023-0.117-0.039-0.172-0.059c-4.32-1.242-8.55-2.218-12.987-2.794c-12.653-1.645-20.549,0.82-23.313,1.419c-0.189,0.041-0.367,0.112-0.532,0.212c-0.526,0.32-3.334,4.012-3.703,4.505c-2.406,3.213-4.417,6.406-6.134,10.22c-1.521,3.366-2.495,6.83-3.198,10.348c-4.398,0.1-8.944,0.357-13.179,2.19c-6.011,2.602-9.147,7.609-16.996,11.743c-6.741,3.55-15.539,1.776-17.033,1.984c-0.497,0.069-0.836,0.586-0.662,1.084c0.088,0.251,0.304,0.453,0.561,0.523c0.053,0.014,0.109,0.018,0.164,0.027c10.841,0.7,15.218,0.486,24.082-5.921c3.656-2.644,6.685-5.706,10.595-7.304c4.176-1.707,9.208-1.701,11.984-1.65c0.995,0.018,1.707,0.042,1.976-0.005c0.308-0.054,0.594-0.216,0.798-0.454c0.525-0.611,0.541-1.116,0.717-1.884c1.637-7.135,4.481-13.466,11.858-22.341c7.041-1.754,13.964-2.255,22.354-1.058c4.071,0.58,8.542,1.63,11.662,2.565c1.36,0.323,2.298-0.723,2.267-1.741C252.565,674.405,252.109,673.749,251.47,673.491z"	.	.	.	146.077	711.973.	.	.	.	.	.	.	.	125.9203	714.7325	.	.	.	.	.	.	.
CDC25A	.	.	.	.	.	.	.	.	"M183.659,839.606c-0.017-0.053-0.029-0.107-0.051-0.158c-0.177-0.409-0.662-0.609-1.08-0.428c-0.293,0.126-0.496,0.438-0.495,0.758c0,0.104,0.044,0.297,0.064,0.401c3.929,19.77-16.708,13.749-15.051,37.968c0.009,0.61,0.064,0.964,0.394,1.441c0.475,0.683,1.41,1.051,2.429,0.818c0.475-0.108,1.091-0.497,1.429-1.032c0.232-0.367,0.301-0.899,0.258-1.39C167.731,856.227,188.145,860.777,183.659,839.606z"	.	.	.	181.436	831.445.	.	.	.	.	.	.	.	167.6068	833.7677	.	.	.	.	.	.	.
CDC25C	.	.	.	.	.	.	.	.	"M185.871,915.376c-0.037-0.037-0.083-0.069-0.126-0.107c-19.842-13.747,3.987-18.405-14.718-38.471c-0.018-0.017-0.064-0.072-0.178-0.183c-0.781-0.733-1.891-0.792-2.737-0.266c-0.72,0.448-1.206,1.334-1.044,2.272c0.104,0.639,0.303,0.973,0.78,1.399c6.425,5.757,7.755,9.974,7.826,13.906c0.104,6.195-3.201,11.596,4.114,18.681c1.994,1.934,4.855,3.967,5.17,4.094c0.391,0.167,0.899,0.003,1.076-0.436C186.161,915.974,186.093,915.608,185.871,915.376z"	.	.	.	192.327	920.649.	.	.	.	.	.	.	.	188.4467	923.0002	.	.	.	.	.	.	.
CDC25B	.	.	.	.	.	.	.	.	"M171.57,878.27c0-1.101-0.775-2.016-1.815-2.221c-0.324-0.068-0.763-0.073-1.133,0.061c-0.849,0.311-0.766,0.517-1.766,1.365c-18.315,15.53-24.489-4.45-42.18,12.55c-0.034,0.039-0.072,0.076-0.101,0.119c-0.142,0.206-0.175,0.482-0.087,0.716c0.18,0.475,0.744,0.624,1.134,0.38c0.044-0.028,0.083-0.064,0.124-0.096c16.727-15.882,21.797,4.027,42.098-9.329C170.521,880.052,171.57,879.91,171.57,878.27z"	.	.	.	118.836	896.374.	.	.	.	.	.	.	.	95.1129	899.7216	.	.	.	.	.	.	.
PPM1N	.	.	.	.	.	.	.	.	"M467.813,809.456c0.3,0.115,0.517,0.418,0.53,0.736c0.015,0.474-0.36,0.838-0.788,0.854c-0.109,0.003-0.214-0.017-0.319-0.034c-7.63-1.183-10.838,1.579-20.233,3.262c-11.348,2.036-15.207-1.703-32.117,3.287c-18.189,5.363-24.473,12.343-32.708,14.421c-2.879,0.727-6.011,0.431-9.065,0.145c-0.15-0.014-1.31-0.115-1.437-0.139c-1.158-0.218-2.022-1.386-1.752-2.691c0.206-1,1.117-1.826,2.222-1.801c1,0.02,4.019,0.702,6.836,0.684c8.226-0.05,15.305-8.822,37.644-13.85c17.644-3.969,19.84,0.769,34.502-2.751c5.684-1.35,7.705-2.422,12.088-2.497C465.37,809.045,467.554,809.358,467.813,809.456z"	.	.	.	475.945	811.222.	.	.	.	.	.	.	.	471.5024	813.8251	.	.	.	.	.	.	.
PPM1B	.	.	.	.	.	.	.	.	"M461.169,791.223c-0.702,0.09-2.171,0.611-3.544,1.521c-2.663,1.77-4.538,4.452-6.709,6.497c-2.927,2.768-6.85,4.551-10.789,4.437c-0.407-0.033-0.684,0.153-0.899,0.468c-2.117,3.297-3.72,4.895-7.584,8.487c-0.032,0.007-0.082,0.009-0.123,0.014c0,0,0,0,0,0c-3.763-0.072-8.224,0.184-14.894,1.684c-22.339,5.027-29.418,13.8-37.644,13.85c-2.817,0.018-5.836-0.665-6.836-0.684c-1.105-0.025-2.016,0.801-2.222,1.801c-0.269,1.304,0.594,2.472,1.752,2.691c0.126,0.024,1.287,0.125,1.437,0.139c3.053,0.287,6.185,0.582,9.065-0.145c8.234-2.078,14.519-9.058,32.708-14.421c7.881-2.326,12.926-2.755,17.217-2.757c0.211-0.006,0.292,0.051,0.707-0.288c0.606-0.61,2.72-2.691,3.318-3.318c2.942-3.081,3.796-4.632,4.465-5.632c4.322-0.113,8.422-2.132,11.5-5.088c2.907-2.791,5.197-6.538,9.108-7.586c0.116-0.033,0.238-0.053,0.348-0.104C462.29,792.434,462.155,791.255,461.169,791.223z"	.	.	.	469.605	790.616.	.	.	.	.	.	.	.	465.5169	793.4296	.	.	.	.	.	.	.
PPM1A	.	.	.	.	.	.	.	.	"M450.257,783.915c-1.72,1.533-3.366,3.205-4.759,5.07c-4.772,6.393-3.084,9.799-6.329,15.247c-2.088,3.234-3.698,4.841-7.526,8.4c-0.032,0.007-0.082,0.009-0.123,0.014c0,0,0,0,0,0c-3.763-0.072-8.224,0.184-14.894,1.684c-22.339,5.027-29.418,13.8-37.644,13.85c-2.817,0.018-5.836-0.665-6.836-0.684c-1.105-0.025-2.016,0.801-2.222,1.801c-0.269,1.304,0.594,2.472,1.752,2.691c0.126,0.024,1.287,0.125,1.437,0.139c3.053,0.287,6.185,0.582,9.065-0.145c8.234-2.078,14.519-9.058,32.708-14.421c7.881-2.326,12.926-2.755,17.217-2.757c0.211-0.006,0.292,0.051,0.707-0.288c0.606-0.61,2.72-2.691,3.318-3.318c2.911-3.048,3.776-4.596,4.442-5.597c0,0,0.718-1.311,1.018-1.967c0.583-1.275,0.933-2.43,1.219-3.556c1.044-4.122,1.246-8.412,8.545-14.936c0.037-0.041,0.079-0.078,0.112-0.123C451.991,784.311,451.16,783.26,450.257,783.915z"	.	.	.	456.99	778.742.	.	.	.	.	.	.	.	445.3432	781.1255	.	.	.	.	.	.	.
PPM1G	.	.	.	.	.	.	.	.	"M448.239,846.387c-0.049-0.025-0.102-0.04-0.153-0.06c-7.77-2.231-12.597-5.271-16.913-9.294c-6.195-5.772-11.415-12.864-19.828-16.18c-0.983-0.386-2.009-0.776-3.06-1.101c-1.871-0.58-3.827-0.952-5.789-0.71c-1.055,0.13-3.389,0.956-3.389,0.956c-9.542,4.145-14.576,8.148-20.125,8.182c-2.817,0.018-5.836-0.665-6.836-0.684c-1.105-0.025-2.016,0.801-2.222,1.801c-0.269,1.304,0.594,2.472,1.752,2.691c0.126,0.024,1.287,0.125,1.437,0.139c3.053,0.287,6.185,0.582,9.065-0.145c5.97-1.507,10.919-5.59,20.12-9.766c0.874-0.259,1.879-0.354,3.434-0.13c2.13,0.311,5.321,1.391,7.287,2.339c4.675,2.255,8.501,5.924,12.188,9.507c5.482,5.33,10.434,10.572,22.428,13.978c0.054,0.009,0.107,0.024,0.163,0.028C448.682,848.005,449.031,846.802,448.239,846.387z"	.	.	.	456.293	848.543.	.	.	.	.	.	.	.	452.5482	851.291	.	.	.	.	.	.	.
PPM1D	.	.	.	.	.	.	.	.	"M372.864,827.613c0,0-3.027-0.594-5.789-1.487c-0.325-0.089-0.203-0.064-0.536-0.111c-2.97-0.172-5.391,0.237-8.429,0.711c0,0,0,0,0,0c-0.857,0.131-2.734,0.435-3.274,0.518c-5.245,0.809-9.663,2.11-13.436,3.702c-10.116,4.269-15.573,10.653-19.691,15.421c-5.7,6.602-11.064,13.274-19.456,16.049c-0.096,0.032-0.195,0.06-0.284,0.11c-0.232,0.131-0.391,0.38-0.416,0.645c-0.046,0.551,0.435,0.94,0.908,0.888c0.056-0.006,0.11-0.024,0.163-0.035c14.416-4.641,19.897-19.268,32.734-26.841c7.68-4.53,15.557-5.796,19.723-6.268c4.45-0.376,7.544-0.976,10.824-0.698c2.667,0.979,5.537,1.74,5.965,1.801c1.194,0.17,2.359-0.69,2.522-1.988C374.528,828.919,373.841,827.917,372.864,827.613z"	.	.	.	294.313	865.052.	.	.	.	.	.	.	.	273.4196	867.9185	.	.	.	.	.	.	.
PPM1F	.	.	.	.	.	.	.	.	"M372.864,827.613c0,0-3.027-0.594-5.789-1.487c-0.325-0.089-0.203-0.064-0.536-0.111c-2.97-0.172-5.391,0.237-8.429,0.711c0,0,0,0,0,0c-0.244,0.037-0.573,0.089-0.928,0.146c-4.441,0.68-10.451,1.38-21.726,0.641c-8.911-0.583-16.019-1.669-21.207-1.874c-1.481-1.083-2.985-2.148-4.67-2.849c-4.075-1.695-8.694-1.192-12.902-1.614c-3.255-0.326-7.801-1.538-10.171-3.728c-0.301-0.303-0.761-0.311-1.065-0.096c-0.387,0.274-0.438,0.801-0.195,1.146c0.032,0.045,0.073,0.083,0.108,0.126c1.627,1.521,3.923,2.529,6.051,3.187c3.43,1.065,6.042,1.187,8.419,1.305c7.585,0.376,9.002,0.937,13.247,4.23c0.314,0.243,0.383,0.317,0.779,0.366c6.444,0.393,16.821,2.498,27.539,3.241c1.318,0.091,2.641,0.166,3.962,0.21c3.967,0.106,6.953-0.015,9.392-0.205c0.056-0.004,1.769-0.156,2.862-0.286c3.168-0.337,5.681-0.675,8.301-0.453c2.667,0.979,5.537,1.74,5.965,1.801c1.194,0.17,2.359-0.69,2.522-1.988C374.528,828.919,373.841,827.917,372.864,827.613z"	.	.	.	281.233	810.959.	.	.	.	.	.	.	.	268.6524	813.7142	.	.	.	.	.	.	.
ACP7	.	.	.	.	.	.	.	.	"M312.32,676.588c-0.029-0.264-0.197-0.508-0.434-0.631c-0.075-0.04-0.221-0.082-0.303-0.105c-4.26-1.192-9.742-0.693-14.074,0.256c-2.48,0.542-3.617,0.999-4.617,1.31c-6.365,1.987-12.284,1.155-15.856-0.864c-0.163-0.092-0.321-0.186-0.474-0.283c-0.624-0.35-1.219-0.741-1.788-1.173c-0.644-0.499-0.84-0.711-1.664-0.599c-0.823,0.112-1.412,0.269-3.446,0.472c-9.485,0.971-17.626-1.456-18.626-1.595c-0.984-0.136-1.875,0.591-1.989,1.532c-0.111,0.89,0.445,1.658,1.179,1.907c0.121,0.043,0.512,0.127,0.65,0.158c8.149,1.8,14.921,1.853,20.674,0.883c0.002,0,1.554-0.258,1.555-0.258c6.174,4.271,14.201,4.121,21.105,1.486c4.837-1.854,11.893-3.01,16.889-1.659c0.113,0.031,0.226,0.07,0.343,0.079C311.954,677.544,312.383,677.098,312.32,676.588z"	.	.	.	318.666	680.493.	.	.	.	.	.	.	.	313.4281	682.5872	.	.	.	.	.	.	.
ACP5	.	.	.	.	.	.	.	.	"M309.042,659.353c0.055,0.014,0.109,0.022,0.161,0.042c0.485,0.179,0.688,0.76,0.42,1.199c-0.142,0.227-0.394,0.379-0.661,0.393c-0.135,0.007-0.266-0.023-0.398-0.039c-12.757-1.575-22.101,23.887-57.689,16.025c-0.138-0.031-0.528-0.115-0.65-0.158c-0.734-0.249-1.29-1.017-1.179-1.907c0.114-0.941,1.006-1.668,1.989-1.532c1,0.138,9.141,2.566,18.626,1.595C290.387,672.896,298.089,657.677,309.042,659.353z"	.	.	.	316.892	659.854.	.	.	.	.	.	.	.	312.6519	662.1905	.	.	.	.	.	.	.
